	Year	Artist	Track	Danceability	Energy	Key	Loudness	Mode	Speechiness	Acousticness	Instrumentalness	Liveness	Valence	Tempo	Artist Popilarity	Song Popularity	Duration_ms	Time Signature
1440	2010	Papa Roach	To Be Loved: The Best Of Papa Roach (Explicit Version)	0.451	0.804	2	-4.819	1	0.048	8.59e-05	0.000246	0.374	0.226	106.026	75	39	268307	4
1441	2001	Dropkick Murphys	Sing Loud, Sing Proud	0.371	0.974	9	-2.383	1	0.0727	0.0116	0.0	0.402	0.75	78.32	67	43	157053	4
1442	2001	Joan Sebastian	Tambora Vol.3 - Joan Sebastian	0.668	0.482	3	-7.869	1	0.138	0.506	1.59e-06	0.221	0.883	145.473	75	28	157222	4
1443	2011	Puddle Of Mudd	Re:(disc)overed	0.478	0.803	9	-4.79	1	0.0283	0.0232	8.94e-06	0.123	0.661	83.987	65	30	317067	4
1444	2008	Shinedown	The Sound of Madness	0.549	0.706	10	-5.269	1	0.0318	0.0165	0.0	0.121	0.144	94.996	75	44	218733	4
1445	2016	Yeasayer	Cold Night	0.58	0.716	5	-5.853	0	0.0301	0.176	0.000436	0.118	0.807	79.962	51	39	184041	4
1446	2016	Hillsong Worship	Let There Be Light (Deluxe)	0.396	0.521	2	-7.093	1	0.0312	0.0101	0.0	0.884	0.126	135.742	77	63	341080	4
1447	2000	Craig Morgan	Craig Morgan	0.576	0.356	4	-8.767	1	0.0307	0.321	0.0	0.0693	0.515	76.724	62	34	216307	5
1448	2002	Hot Water Music	Caution	0.332	0.976	2	-5.606	1	0.109	0.0361	0.000294	0.109	0.327	169.899	50	30	177427	4
1449	2007	Gary Allan	Greatest Hits	0.578	0.778	10	-8.847	1	0.0427	0.00751	1.56e-05	0.271	0.633	111.637	61	45	220960	4
1450	2017	LVNDSCAPE	Dive With Me	0.68	0.541	2	-5.909	1	0.032	0.341	1.02e-06	0.23	0.447	97.005	68	67	220433	4
1451	2004	Jackson Browne	The Very Best Of Jackson Browne	0.481	0.725	7	-6.704	1	0.0351	0.186	0.0	0.117	0.731	160.491	65	23	244573	4
1452	2017	H.E.R.	H.E.R.	0.794	0.448	6	-7.401	0	0.148	0.313	0.0184	0.128	0.429	149.975	80	59	188987	4
1453	2012	Boyce Avenue	Cover Sessions, Vol. 2	0.433	0.417	9	-9.062	1	0.0451	0.484	0.0	0.111	0.176	74.094	75	45	268212	4
1454	2017	Various Artists	Rain	0.168	0.998	3	-21.382	0	0.0566	0.158	0.903	0.949	1e-05	123.148	8	63	204750	4
1455	2000	Cypress Hill	Skull & Bones	0.663	0.87	1	-4.583	1	0.139	0.00347	0.000184	0.269	0.682	118.245	71	25	188667	4
1456	2002	DJ Spooky	Modern Mantra	0.665	0.788	10	-5.757	0	0.0725	0.0141	0.897	0.422	0.658	189.88	35	41	121280	4
1457	2013	Hayden James	Hayden James	0.546	0.393	4	-11.216	0	0.0826	0.521	0.000277	0.181	0.286	96.951	67	40	242680	4
1458	2008	Slightly Stoopid	Slightly Not Stoned Enough to Eat Breakfast yet Stoopid	0.775	0.573	0	-5.951	1	0.0466	0.28	0.109	0.111	0.663	93.709	65	40	227987	4
1459	2010	Music Together	Music Together® Family Favorites® 2	0.662	0.258	0	-11.801	1	0.097	0.716	0.0	0.133	0.543	149.97	45	31	68960	4
1460	2007	New Found Glory	From The Screen To Your Stereo Part II	0.534	0.935	11	-2.607	0	0.0539	0.0473	0.0	0.446	0.681	134.987	63	26	167947	4
1461	2015	Drake	Right Hand	0.905	0.292	2	-7.748	1	0.253	0.117	0.0	0.082	0.337	100.518	100	40	190595	4
1462	2009	Deuter	Atmospheres	0.181	0.00687	6	-26.434	1	0.0358	0.984	0.946	0.103	0.0407	72.355	61	53	356000	4
1463	2005	Various Artists	She Will Have Her Way - The Songs Of Tim & Neil Finn	0.54	0.381	2	-10.89	1	0.0287	0.531	0.0527	0.0827	0.122	149.922	8	42	282240	4
1464	2003	The Notwist	Neon Golden	0.371	0.459	2	-12.51	1	0.0501	0.559	0.694	0.697	0.185	101.847	42	25	194827	4
1465	2009	Bomba Estéreo	Blow Up	0.771	0.816	4	-5.917	0	0.056	0.0541	0.0	0.0664	0.16	100.009	70	39	278893	4
1466	2004	Flogging Molly	Within a Mile of Home	0.608	0.806	2	-4.886	1	0.0381	0.0039	3.58e-06	0.0704	0.764	115.998	61	35	231147	4
1467	2006	Stefanie Sun	My Story 2006 新歌+精選	0.547	0.383	2	-8.717	1	0.0321	0.76	0.0	0.121	0.397	129.784	59	37	257200	4
1468	2006	Robin Thicke	The Evolution of Robin Thicke	0.964	0.382	8	-7.658	1	0.0579	0.575	0.736	0.204	0.69	120.962	68	31	210440	4
1469	2013	Dizzy Wright	The Golden Age	0.819	0.641	0	-8.273	0	0.265	0.584	0.0	0.086	0.518	119.949	63	35	233867	4
1470	2006	Shakira	Oral Fixation Vol. 2	0.769	0.788	5	-4.358	0	0.0321	0.0122	1.56e-06	0.317	0.59	116.962	86	35	212440	4
1471	2016	Various Artists	Suicide Squad: The Album	0.607	0.827	1	-3.402	1	0.0464	0.00844	6.31e-06	0.336	0.0959	110.917	8	57	228947	3
1472	2007	U.S.D.A.	"Young Jeezy Presents U.S.D.A.: ""Cold Summer"" The Authorized Mixtape"	0.423	0.705	1	-6.091	1	0.218	0.00233	0.0	0.375	0.163	174.153	38	29	231800	4
1473	2002	Korn	Untouchables	0.551	0.935	7	-3.549	1	0.106	0.000915	0.00061	0.213	0.228	122.027	74	35	277080	4
1474	2005	Gregory Alan Isakov	songs for October	0.214	0.271	2	-10.811	1	0.0339	0.708	4.31e-05	0.114	0.182	128.251	71	33	239427	3
1475	2011	Indigo Girls	Beauty Queen Sister	0.577	0.404	4	-12.018	1	0.0387	0.836	0.154	0.111	0.2	98.641	55	35	214853	4
1476	2003	Children Of Bodom	Hate Crew Deathroll (US Editiion)	0.429	0.881	2	-4.92	0	0.0429	3.86e-06	0.525	0.321	0.413	152.029	59	25	204333	4
1477	2003	Funeral For A Friend	Casually Dressed & Deep In Conversation	0.259	0.912	1	-6.029	1	0.0931	0.000455	1.22e-06	0.361	0.299	157.108	50	20	215760	4
1478	2008	Weezer	Christmas With Weezer	0.514	0.828	11	-6.013	1	0.0429	0.00861	0.0	0.329	0.59	121.893	75	35	124653	4
1479	2015	Life of Dillon	Prologue (Remixes)	0.623	0.89	7	-3.832	1	0.0377	0.281	0.0	0.118	0.665	127.978	55	53	206013	4
1480	2015	Cody Simpson	Flower	0.744	0.621	4	-7.661	1	0.0547	0.43	0.000169	0.114	0.716	77.605	66	47	181297	4
1481	2016	Mantaraybryn	Dark Shapes in the Water	0.833	0.769	0	-6.137	1	0.0446	0.229	2.68e-05	0.459	0.661	119.921	39	43	147533	4
1482	2000	dj Shawny	Go Bestfriend Anthem	0.894	0.884	1	-3.575	1	0.115	0.0329	0.124	0.0928	0.435	155.053	33	19	80837	4
1483	2015	Red Sun Rising	Polyester Zeal	0.57	0.702	3	-6.227	0	0.0326	0.000742	0.0459	0.101	0.555	91.98	50	48	262733	4
1484	2016	Switchfoot	Where The Light Shines Through	0.487	0.852	11	-4.875	1	0.0526	0.0494	0.0	0.11	0.407	149.868	64	47	236347	4
1485	2000	Karunesh	Global Spirit	0.597	0.739	8	-10.114	1	0.0355	0.0312	0.000296	0.317	0.457	93.007	51	34	434467	4
1486	2000	The Band	Greatest Hits	0.721	0.678	7	-7.905	1	0.0378	0.257	0.00498	0.266	0.959	128.072	67	27	241640	4
1487	2009	Chickenfoot	Chickenfoot (Deluxe Edition)	0.458	0.794	2	-4.16	1	0.0279	5.63e-05	0.0009	0.133	0.328	95.281	40	25	294320	4
1488	2014	The Glitch Mob	Love Death Immortality	0.653	0.892	7	-4.989	0	0.0842	0.000423	0.343	0.151	0.164	120.991	70	44	347550	4
1489	2012	The Killers	Battle Born (Deluxe Edition)	0.56	0.733	10	-7.094	1	0.0317	0.0273	2.09e-05	0.253	0.331	132.956	80	52	293507	4
1490	2009	The Casualties	We Are All We Have	0.359	0.992	4	-3.227	0	0.153	4.21e-06	0.0	0.263	0.483	165.028	47	42	186666	4
1491	2008	Los Primos De Durango	Con Fuego En Tu Piel...100% Duranguense Light	0.645	0.802	10	-2.404	1	0.0487	0.231	2.8e-06	0.0559	0.841	159.999	49	36	179320	4
1492	2012	La Reunion Nortena	Te Amo	0.699	0.679	10	-4.819	1	0.0483	0.722	0.0	0.0791	0.746	110.275	50	38	201926	4
1493	2010	Various Artists	The Addams Family (Original Cast Recording)	0.411	0.443	8	-9.662	1	0.0509	0.542	0.106	0.249	0.466	93.017	8	30	191827	4
1494	2015	MisterWives	Our Own House	0.638	0.52	7	-6.708	1	0.0271	0.654	1.18e-05	0.24	0.537	95.92	62	50	185867	4
1495	2000	Fred Hammond	Purpose By Design	0.57	0.915	1	-3.598	1	0.297	0.105	0.0	0.375	0.516	129.359	55	33	450920	4
1496	2012	Josh Abbott Band	Small Town Family Dream	0.516	0.765	2	-5.822	1	0.043	0.0923	2.1e-06	0.16	0.659	170.043	59	52	191120	4
1497	2009	Matt Maher	Alive Again	0.45	0.947	10	-3.837	1	0.091	0.000688	1.11e-06	0.127	0.151	120.123	62	40	239351	4
1498	2010	Maya Jane Coles	What They Say EP (EP)	0.805	0.779	6	-6.217	1	0.0382	0.00181	0.838	0.0831	0.566	125.012	56	49	400115	4
1499	2011	The Civil Wars	Barton Hollow	0.458	0.113	2	-13.539	1	0.0358	0.901	1.93e-06	0.123	0.179	104.778	65	36	195200	4
1500	2015	Calibre 50	Lo Mejor De...	0.771	0.9	9	-2.488	0	0.115	0.201	0.0	0.181	0.961	129.044	75	52	161627	3
1501	2002	Mulgrew Miller	The Sequel	0.538	0.366	9	-13.043	0	0.0289	0.685	0.566	0.0554	0.269	127.718	50	45	485133	4
1502	2005	Various Artists	A Windham Hill Christmas: The Night Before Christmas	0.307	0.0725	4	-20.302	0	0.0388	0.981	0.783	0.122	0.0756	91.062	8	27	250280	3
1503	2000	Niccolò Paganini	Paganini: 24 Caprices	0.456	0.315	4	-17.25	1	0.0462	0.964	0.808	0.289	0.777	101.695	53	32	100333	4
1504	2006	Travis Meeks	Live Bootleg	0.412	0.475	8	-7.504	0	0.0304	0.483	0.0	0.69	0.281	145.695	1	27	542933	4
1505	2009	Halestorm	Halestorm (Deluxe)	0.232	0.916	4	-3.818	0	0.168	0.0105	0.0	0.236	0.41	183.716	67	39	198560	3
1506	2000	The 5th Dimension	Magic Garden	0.476	0.382	8	-14.999	1	0.0307	0.198	0.000457	0.113	0.29	84.828	50	20	266693	4
1507	2007	Mandisa	True Beauty	0.413	0.62	9	-4.35	1	0.0346	0.143	2.07e-06	0.0741	0.148	147.855	59	26	287107	4
1508	2015	Mumford & Sons	Wilder Mind	0.556	0.443	2	-10.28	1	0.0323	0.318	0.146	0.102	0.147	144.04	84	55	236867	4
1509	2008	Paramore	The Final RIOT! (Live)	0.549	0.832	8	-5.278	1	0.0566	0.00021	3.53e-06	0.916	0.338	119.005	79	35	243760	4
1510	2001	:Wumpscut:	Wreath Of Barbs	0.518	0.916	6	-5.885	0	0.0505	0.00282	0.0337	0.0815	0.446	107.99	0	21	324613	4
1511	2015	Highly Suspect	Mister Asylum	0.4	0.855	7	-3.911	1	0.072	0.000975	0.0169	0.14	0.625	167.018	63	44	150707	4
1512	2017	Lil Uzi Vert	The Way Life Goes (feat. Nicki Minaj & Oh Wonder) [Remix]	0.749	0.671	6	-5.151	1	0.0599	0.68	0.0	0.167	0.756	81.994	89	66	268864	4
1513	2017	Green Assassin Dollar	Stem.​tδpe	0.636	0.185	0	-10.628	0	0.178	0.903	0.917	0.0956	0.765	78.047	49	57	86154	4
1514	2002	Scorpions	Bad For Good: The Very Best Of Scorpions	0.465	0.693	0	-6.265	1	0.0368	0.336	0.0	0.0973	0.239	75.858	74	29	310973	4
1515	2000	Sam Cooke	The Man Who Invented Soul	0.608	0.33	7	-9.588	1	0.0381	0.722	0.0	0.105	0.538	125.957	70	20	203293	4
1516	2002	The Expendables	Open Container	0.554	0.689	7	-8.308	1	0.119	0.00829	0.00283	0.286	0.547	173.061	54	31	224627	4
1517	2007	Celtic Woman	A New Journey	0.251	0.283	5	-11.805	1	0.0303	0.929	5.07e-05	0.194	0.225	91.043	60	43	299427	3
1518	2001	Luciano Pavarotti	The Pavarotti Edition (10 CDs + bonus)	0.527	0.194	8	-17.578	1	0.0474	0.939	0.00446	0.047	0.566	107.083	65	47	119000	4
1519	2002	The Corrs	VH1 Presents The Corrs Live In Dublin	0.356	0.757	10	-6.932	1	0.0413	0.201	1.39e-05	0.705	0.642	186.078	64	45	259667	4
1520	2012	Various Artists	Brave	0.291	0.0309	11	-23.903	0	0.0413	0.98	1.34e-05	0.0624	0.265	125.472	8	40	156040	3
1521	2006	The Roots	Game Theory	0.672	0.686	1	-6.751	1	0.31	0.0102	0.855	0.339	0.288	93.096	64	25	246960	4
1522	2013	The Paper Kites	Young North - EP	0.613	0.618	1	-7.791	0	0.026	0.434	0.000771	0.137	0.444	106.947	69	38	215667	4
1523	2016	EXO	LOTTO - The 3rd Album Repackage	0.59	0.639	11	-4.548	0	0.0427	0.0816	0.0	0.0788	0.462	72.496	80	48	242367	4
1524	2010	Zac Brown Band	Pass The Jar - Zac Brown Band and Friends from the Fabulous Fox Theatre In Atlanta (Live)	0.443	0.633	6	-7.549	1	0.0608	0.0817	4.32e-06	0.975	0.415	133.941	75	30	326520	4
1525	2013	John Mayer	Paradise Valley	0.0	0.0721	2	-22.48	1	0.0	0.618	0.694	0.0	0.0	0.0	84	51	7229	0
1526	2001	Mr. Mister	The Best of Mr. Mister	0.652	0.957	0	-5.81	1	0.0365	0.00946	0.000102	0.332	0.823	116.366	59	17	222307	4
1527	2017	Lil Baby	Too Hard	0.629	0.505	11	-10.899	0	0.285	0.0145	0.0	0.251	0.347	139.617	91	62	193960	4
1528	2013	Roo Panes	Land of the Living EP	0.397	0.269	2	-13.249	1	0.0366	0.89	0.34	0.111	0.0514	116.938	62	46	291360	4
1529	2005	Little Voice	TH13TEEN	0.57	0.697	7	-7.38	1	0.0371	0.217	0.199	0.135	0.274	134.489	28	23	215920	4
1530	2007	Choir of King's College, Cambridge	Classic Christmas Carols	0.413	0.222	11	-21.46	1	0.0475	0.977	2.05e-06	0.205	0.57	73.812	60	32	144133	4
1531	2009	Califone	All My Friends Are Funeral Singers	0.673	0.43	3	-9.637	1	0.0269	0.853	0.0174	0.103	0.704	94.128	29	31	249520	4
1532	2016	Ivy Sole	Eden	0.656	0.365	2	-15.086	1	0.22	0.868	0.0397	0.107	0.354	93.623	47	48	169480	4
1533	2017	U2	Songs Of Experience (Deluxe Edition)	0.656	0.772	2	-6.688	1	0.0376	0.00235	1.07e-06	0.249	0.822	117.038	81	63	225400	4
1534	2010	Dead Prez	Soldier 2 Soldier (Collector's Edition)	0.567	0.535	8	-8.496	1	0.115	0.00891	2.8e-05	0.116	0.296	160.117	53	39	280880	4
1535	2005	Ween	Shinola (Vol. 1)	0.636	0.838	8	-5.769	1	0.0489	0.106	0.000651	0.501	0.618	142.304	60	30	341380	4
1536	2013	Jenni Rivera	Jenni	0.838	0.553	8	-4.725	1	0.0432	0.541	2.2e-05	0.0648	0.97	141.906	69	49	245968	4
1537	2003	Legendary Shack Shakers	Cockadoodledon't	0.592	0.954	11	-4.672	0	0.0636	0.369	0.0	0.173	0.592	126.741	32	33	223893	4
1538	2010	In Fear And Faith	Your World On Fire	0.197	0.951	6	-3.807	0	0.109	0.00033	0.0045	0.287	0.164	174.969	42	41	290227	4
1539	2003	Slayer	Soundtrack To The Apocalypse (Deluxe Version)	0.287	0.996	11	-3.641	1	0.322	8.21e-05	0.0868	0.0895	0.206	177.403	68	32	296600	4
1540	2000	Kevin Johansen	The Nada	0.588	0.607	4	-11.632	1	0.137	0.578	0.0994	0.141	0.762	172.26	62	50	300747	4
1541	2010	Lee Brice	Love Like Crazy	0.748	0.697	8	-7.204	1	0.0353	0.0073	0.0	0.0753	0.629	118.022	70	35	209947	4
1542	2006	Various Artists	High School Musical	0.581	0.795	7	-10.194	1	0.0323	0.00418	0.957	0.118	0.0583	104.005	8	35	211160	4
1543	2012	MountainHouse	All Year Long	0.527	0.198	4	-15.222	0	0.0343	0.848	0.00329	0.0867	0.23	112.179	27	30	125345	3
1544	2006	Various Artists	Bossa N' Roses	0.798	0.573	0	-7.013	1	0.0293	0.214	0.506	0.108	0.678	120.016	8	49	255600	4
1545	2008	Taylor Swift	Fearless Platinum Edition	0.534	0.731	5	-4.157	1	0.0336	0.00391	0.0	0.128	0.234	96.034	89	43	281053	4
1546	2007	Paul Wall	Get Money Stay True	0.69	0.643	1	-5.74	0	0.438	0.377	0.0	0.147	0.75	75.767	64	25	236320	4
1547	2005	Michael Jackson	The Essential Michael Jackson	0.861	0.812	11	-6.092	0	0.0584	0.0702	0.000867	0.0589	0.693	111.655	86	38	288813	4
1548	2015	Freddie Gibbs	Shadow of a Doubt	0.803	0.831	11	-4.984	1	0.0665	0.354	0.0	0.451	0.515	124.042	67	44	226452	4
1549	2017	The Palms	Mulholland Dr.	0.601	0.77	1	-5.825	1	0.0936	0.142	0.00879	0.0718	0.616	170.018	55	47	229807	4
1550	2007	Clutch	From Beale Street to Oblivion	0.399	0.952	7	-3.67	1	0.115	0.0598	0.000565	0.224	0.661	164.811	60	28	184907	4
1551	2008	Various Artists	Stax Chartbusters, Vol. 4	0.845	0.516	0	-10.957	1	0.0504	0.102	1.78e-06	0.0895	0.798	101.622	8	40	195293	4
1552	2010	Aniceto Molina	Cuando el Hombre Llega a Viejo	0.69	0.828	2	-4.776	0	0.0478	0.126	3.85e-06	0.0539	0.891	168.673	54	40	204095	4
1553	2004	Bob Marley & The Wailers	Gold	0.741	0.454	9	-11.243	1	0.139	0.647	0.344	0.0461	0.903	147.348	81	34	331160	4
1554	2016	Clay Newton	Wrong Time - Single	0.589	0.459	5	-7.061	0	0.0532	0.608	0.0	0.11	0.398	149.814	35	48	262400	4
1555	2011	Silvestre Dangond	No Me Compares Con Nadie	0.563	0.598	7	-3.555	1	0.138	0.586	0.0	0.185	0.623	89.448	70	48	191307	4
1556	2017	Miley Cyrus	Younger Now	0.551	0.869	9	-5.043	1	0.0606	0.00124	3.03e-05	0.164	0.297	121.91	80	43	248782	4
1557	2012	Romeo Santos	Fórmula Vol. 1 (Deluxe Edition)	0.813	0.694	7	-5.092	0	0.0319	0.602	1.37e-06	0.0919	0.92	119.079	85	67	226400	4
1558	2017	Dua Lipa	Dua Lipa (Deluxe)	0.579	0.621	1	-8.625	1	0.0445	0.152	4.01e-06	0.0869	0.343	90.354	91	57	271935	4
1559	2001	System Of A Down	Toxicity	0.456	0.938	5	-3.576	0	0.133	0.0108	0.000685	0.305	0.818	160.137	80	35	174933	4
1560	2017	The Wild Reeds	The World We Built	0.551	0.452	9	-6.51	0	0.0238	0.743	2.03e-05	0.177	0.107	97.95	49	50	328120	3
1561	2015	Jamie xx	In Colour	0.664	0.157	0	-17.272	0	0.0456	0.979	0.405	0.105	0.341	130.014	64	42	177511	4
1562	2006	Alfred Brendel	Wolfgang Amadeus Mozart - Klavierkonzerte	0.396	0.122	3	-22.457	1	0.0365	0.99	0.906	0.0746	0.245	139.006	50	32	587627	4
1563	2015	Chocolate	GUACHINEO (Cubaton - Cuban Reggaeton 2015 - Lo Que Mas Suena En Cuba)	0.747	0.897	10	-2.689	0	0.0421	0.0699	0.0	0.0708	0.814	103.961	61	43	221538	4
1564	2006	Dave Matthews Band	Dave Matthews Band - The Best Of What's Around - Vol.1	0.435	0.952	8	-3.176	1	0.0509	0.0124	0.0	0.986	0.398	105.088	70	26	383893	4
1565	2005	Pepe Tovar	Una Noche Con Pepe Tovar y los Chacales	0.572	0.943	10	-6.199	1	0.0596	0.0849	1.45e-05	0.97	0.756	110.788	46	27	212560	4
1566	2008	The Faceless	Planetary Duality	0.564	0.977	1	-4.732	1	0.177	0.000885	0.372	0.158	0.25	120.008	44	33	301173	1
1567	2014	Christian Finnegan	The Fun Part	0.58	0.77	4	-10.183	1	0.932	0.864	0.0	0.691	0.434	84.213	44	41	187720	1
1568	2016	Opiuo	Omniversal	0.749	0.809	4	-2.62	0	0.043	0.0417	4.14e-05	0.155	0.283	103.008	48	46	246990	4
1569	2017	Denzel Curry	13	0.475	0.829	5	-5.567	0	0.239	0.146	0.0	0.31	0.0772	142.948	75	48	201399	4
1570	2010	Prince Royce	Number 1's	0.756	0.77	8	-4.881	1	0.028	0.126	0.0	0.155	0.854	128.02	82	49	215680	4
1571	2011	Eric Roberson	Mr. Nice Guy	0.633	0.616	11	-10.087	0	0.271	0.234	3.7e-05	0.0895	0.52	87.283	48	34	353760	4
1572	2013	J Balvin	La Familia	0.801	0.534	8	-8.135	0	0.0394	0.0369	6.6e-05	0.0656	0.387	112.056	93	51	227080	4
1573	2006	Stone Sour	Come What[ever] May	0.355	0.93	11	-3.398	0	0.0624	1.77e-06	0.00512	0.0829	0.375	84.399	71	27	211320	4
1574	2009	Liquid Mind	Liquid Mind IX: Lullaby	0.165	0.152	0	-22.929	1	0.0384	0.874	0.877	0.0915	0.0368	66.275	60	50	321216	3
1575	2017	Wilderado	Latigo EP	0.457	0.582	9	-4.971	1	0.0285	0.00592	2.39e-05	0.0847	0.335	76.049	53	56	220253	4
1576	2013	Bastille	Remixed	0.732	0.852	1	-3.697	1	0.0318	0.438	4.42e-06	0.0958	0.896	123.063	87	33	191168	4
1577	2005	Sufjan Stevens	Illinois	0.579	0.463	7	-9.657	1	0.0303	0.585	0.0	0.0892	0.447	124.977	73	58	364613	4
1578	2005	William Murphy	All Day	0.33	0.987	8	-2.204	1	0.292	0.251	0.0	0.903	0.129	167.965	51	24	230573	4
1579	2014	Los terribles Del Norte	Los Terribles Del Norte Club Mix	0.834	0.801	2	-8.817	1	0.0595	0.0838	0.0214	0.427	0.836	94.98	51	35	580546	4
1580	2012	Future	Pluto 3D	0.674	0.732	10	-5.3	0	0.0724	0.011	0.0	0.439	0.247	143.12	92	44	245960	4
1581	2001	Grupo Bryndis	Por El Pasado	0.67	0.606	9	-8.257	1	0.0326	0.261	0.0	0.0686	0.41	77.206	66	45	247480	4
1582	2010	Luke Kaufman	Cowboy Baller	0.738	0.664	7	-4.578	1	0.0368	0.0754	0.0	0.346	0.766	117.982	37	27	162325	4
1583	2002	Sublime	20th Century Masters: The Millennium Collection: Best Of Sublime	0.752	0.684	2	-5.792	1	0.132	0.0195	9.56e-05	0.167	0.733	78.953	73	21	233640	4
1584	2016	Los Cadetes De Linares	El Chubasco	0.793	0.793	10	-6.969	1	0.0541	0.195	0.000163	0.129	0.875	118.061	67	43	160253	4
1585	2007	Jordin Sparks	Jordin Sparks	0.466	0.759	8	-4.978	0	0.199	0.0521	0.0	0.0587	0.328	160.033	68	68	264373	4
1586	2017	Dorothy Laddland	Far Away	0.588	0.0891	2	-32.152	1	0.044	0.99	0.931	0.151	0.271	66.001	51	63	139143	3
1587	2000	The Gladiators	Back To Roots	0.709	0.635	0	-7.365	1	0.171	0.0627	7.88e-05	0.111	0.353	148.714	50	26	174333	4
1588	2006	Various Artists	Music From The WB Television Series One Tree Hill Volume 2: Friends With Benefit	0.341	0.669	1	-5.992	1	0.0399	0.0761	0.0	0.0795	0.333	203.823	8	43	216400	4
1589	2016	Jack Harlow	18	0.828	0.574	8	-6.081	1	0.165	0.0687	0.0	0.106	0.335	128.093	58	46	240000	4
1590	2012	ODESZA	Summer's Gone	0.292	0.726	7	-4.263	1	0.0997	0.00578	0.001	0.313	0.24	110.008	76	42	196364	4
1591	2013	Vulfpeck	My First Car	0.688	0.408	6	-10.15	1	0.0719	0.00621	0.85	0.0478	0.286	148.049	66	39	131234	4
1592	2007	Various Artists	Punk Goes Acoustic, Vol. 2	0.496	0.507	11	-5.449	1	0.0305	0.601	0.0	0.332	0.396	139.869	8	53	290787	4
1593	2005	John Vanderslice	Pixel Revolt	0.59	0.645	6	-8.124	0	0.0278	0.0744	2.31e-05	0.0774	0.509	132.354	28	29	300933	4
1594	2004	Next	Platinum & Gold Collection	0.85	0.398	7	-9.816	1	0.0534	0.0117	0.0	0.263	0.713	99.717	73	60	258113	4
1595	2013	Justin Timberlake	The 20/20 Experience - 2 of 2 (Deluxe)	0.712	0.652	7	-8.037	1	0.11	0.0791	0.000207	0.131	0.272	102.01	83	42	315307	4
1596	2008	Janet Jackson	Discipline	0.688	0.817	9	-4.862	0	0.0341	0.172	0.00113	0.203	0.731	121.993	70	33	232187	4
1597	2000	Erykah Badu	Mama's Gun	0.757	0.439	5	-14.114	0	0.0591	0.476	0.749	0.103	0.868	79.815	69	37	51267	4
1598	2014	Chet Faker	Built On Glass	0.64	0.577	0	-8.595	0	0.143	0.475	0.000124	0.152	0.514	140.086	69	56	218553	4
1599	2002	Ricardo Arjona	Santo Pecado	0.373	0.304	0	-7.312	0	0.0399	0.922	0.0	0.272	0.449	181.13	77	37	304520	4
1600	2016	Sam Kim	I AM SAM	0.734	0.313	4	-8.911	1	0.0268	0.855	0.00138	0.0948	0.34	86.913	55	49	259096	4
1601	2011	Blackmill	Miracle	0.541	0.586	9	-10.596	1	0.0283	0.184	0.681	0.128	0.198	138.014	55	49	356091	4
1602	2014	Ivory Layne	Something's Gonna Happen	0.614	0.703	10	-6.283	1	0.0329	0.371	0.0	0.129	0.224	137.978	33	40	251480	4
1603	2016	Sylo Nozra	This_era	0.702	0.344	0	-11.134	1	0.221	0.64	5.58e-06	0.132	0.446	149.952	42	47	246400	4
1604	2013	La Original Banda El Limón de Salvador Lizárraga	Fin de Semana	0.63	0.588	0	-5.532	1	0.0272	0.658	8.44e-05	0.112	0.589	132.051	62	42	258360	4
1605	2006	Mission Of Burma	Peking Spring	0.254	0.768	9	-11.066	0	0.0893	0.000135	0.125	0.299	0.513	169.379	42	28	267093	4
1606	2011	Andy Grammer	Andy Grammer	0.448	0.715	7	-5.778	1	0.0327	0.0932	0.0	0.159	0.685	84.363	70	36	235293	4
1607	2013	Nicholas Megalis	Forget It in a Day	0.811	0.653	11	-7.253	1	0.0453	0.0978	0.0	0.0529	0.971	116.08	25	36	148626	4
1608	2004	Various Artists	New York Minute: Music From The Motion Picture	0.666	0.684	3	-4.842	1	0.0623	0.000302	0.0	0.0418	0.906	145.001	8	31	151000	4
1609	2016	Pink Noise	The Best Pink Noise	0.14	0.762	1	-18.283	1	0.166	0.385	0.973	0.112	0.0327	84.1	60	52	300095	1
1610	2011	Frédéric Chopin	Chopin: Complete Noctures, Barcarolle, Berceuse	0.253	0.0549	1	-24.514	1	0.0386	0.992	0.898	0.089	0.0591	68.559	75	41	549960	4
1611	2001	Warren G	Return Of The Regulator	0.902	0.461	1	-6.776	1	0.274	0.0171	0.0	0.345	0.844	95.045	67	32	234467	4
1612	2005	Garbage	Bleed Like Me	0.5	0.977	8	-4.111	1	0.0999	5.28e-05	0.000524	0.13	0.157	123.551	62	23	185333	4
1613	2013	Brett Eldredge	Bring You Back	0.564	0.372	9	-7.979	1	0.0304	0.795	0.0	0.134	0.309	112.308	70	43	225400	4
1614	2010	Kesha	Animal	0.755	0.832	2	-2.741	0	0.116	0.0746	1.27e-06	0.291	0.735	120.032	79	69	199693	4
1615	2002	Sizzla	Da Real Thing	0.582	0.681	9	-5.794	0	0.244	0.0828	3.11e-05	0.203	0.498	131.831	58	29	213080	4
1616	2004	Snatam Kaur	Grace	0.191	0.219	0	-10.985	1	0.0312	0.642	0.0863	0.234	0.0349	87.616	61	44	813160	3
1617	2017	Romeo Santos	Golden	0.533	0.524	0	-5.329	1	0.0794	0.663	0.0	0.303	0.679	174.043	85	56	202897	3
