	Year	Artist	Track	Danceability	Energy	Key	Loudness	Mode	Speechiness	Acousticness	Instrumentalness	Liveness	Valence	Tempo	Artist Popilarity	Song Popularity	Duration_ms	Time Signature
1618	2016	Volbeat	Seal The Deal & Let's Boogie	0.488	0.884	4	-3.832	1	0.0543	0.0091	5.66e-06	0.0839	0.495	161.957	73	52	235307	4
1619	2009	Sidewalk Prophets	These Simple Truths	0.379	0.705	2	-4.47	1	0.0347	0.151	0.0	0.343	0.198	170.063	56	29	229320	4
1620	2012	Glee Cast	Whistle (Glee Cast Version)	0.791	0.878	0	-4.402	1	0.0489	0.356	0.0	0.133	0.839	103.993	78	40	226853	4
1621	2007	Various Artists	Halloween Classics: The Evil, The Demented, And The Just Plain Weird	0.722	0.688	2	-10.122	1	0.165	0.0332	0.0	0.123	0.636	170.704	8	53	293779	4
1622	2008	El Canto Del Loco	Personas	0.568	0.832	4	-3.358	1	0.0333	0.29	0.0	0.204	0.48	92.452	66	58	259720	4
1623	2009	Fela Kuti	Best of The Black President	0.704	0.942	2	-5.115	0	0.171	0.388	0.0147	0.302	0.584	131.69	52	27	745653	4
1624	2010	Vince Guaraldi Trio	Jazz Impressions Of Black Orpheus [Original Jazz Classics Remasters] (OJC Remaster)	0.335	0.155	0	-19.612	0	0.0386	0.987	0.883	0.143	0.257	194.706	66	29	321027	3
1625	2005	Ratt	Rhino Hi-Five: Ratt	0.616	0.965	11	-4.464	1	0.0613	0.0135	0.000174	0.119	0.405	126.535	61	53	266627	4
1626	2008	The Cure	4:13 Dream	0.564	0.9	2	-2.414	1	0.0401	0.0558	0.00119	0.381	0.693	117.43	75	37	235360	4
1627	2003	Frayser Boy	Gone On That Bay	0.801	0.634	1	-8.108	1	0.286	0.0422	0.0	0.113	0.373	163.042	38	22	177307	4
1628	2011	Sade	The Essential Sade	0.687	0.684	9	-5.181	0	0.032	0.0758	0.000808	0.0441	0.96	119.193	72	37	256147	4
1629	2016	Tom Speight	Love	0.517	0.325	8	-7.676	1	0.0281	0.58	2.63e-05	0.0953	0.216	78.75	65	48	195236	4
1630	2002	Boom Bip	Seed to Sun	0.661	0.478	2	-10.393	1	0.0365	0.0336	0.936	0.135	0.512	89.995	27	30	238707	4
1631	2003	Adema	Unstable	0.475	0.973	3	-3.319	1	0.0784	7.85e-05	0.00392	0.051	0.227	100.124	48	32	208560	4
1632	2014	Bush	Sixteen Stone (Remastered)	0.437	0.337	5	-11.439	1	0.0326	0.0371	0.000946	0.0981	0.0784	114.239	64	65	266493	4
1633	2007	Sea Wolf	Leaves in the River	0.704	0.577	5	-8.788	0	0.0274	0.247	6.43e-06	0.0804	0.807	130.976	49	26	265480	4
1634	2008	Jim Jones	Pop Champagne	0.58	0.442	0	-6.589	1	0.261	0.0275	0.0	0.0978	0.506	96.114	59	34	221000	4
1635	2004	Karunesh	Call of the Mystic	0.486	0.312	5	-15.819	0	0.0299	0.276	0.872	0.172	0.115	126.395	51	30	444400	4
1636	2002	Nickel Creek	This Side	0.649	0.384	9	-9.908	0	0.0316	0.66	0.0	0.108	0.531	112.69	51	24	172400	4
1637	2004	Kimberley Locke	One Love	0.537	0.758	7	-4.065	1	0.0249	0.0103	0.0	0.131	0.295	100.041	26	30	240733	4
1638	2016	Smile Empty Soul	Shapeshifter	0.537	0.847	6	-5.208	1	0.0383	0.00236	1.16e-06	0.0844	0.459	106.055	63	67	221827	4
1639	2005	Calle 13	Calle 13 (Explicit Version)	0.759	0.847	2	-6.7	1	0.106	0.0251	0.0	0.0774	0.897	93.946	74	35	205600	4
1640	2005	Static-X	Start A War (PA)	0.624	0.94	1	-3.182	1	0.0816	4.29e-05	0.406	0.0986	0.456	113.482	60	29	158267	4
1641	2007	My American Heart	Hiding Inside The Horrible Weather	0.394	0.645	8	-5.511	0	0.0263	0.152	0.0	0.289	0.393	173.601	30	31	224480	4
1642	2017	Gunna	Drip Season 2	0.835	0.636	5	-5.376	0	0.134	0.317	0.0	0.092	0.631	135.953	90	45	169613	4
1643	2003	Coldplay	Live 2003	0.265	0.674	11	-7.48	1	0.0324	0.0458	0.000141	0.724	0.187	171.366	89	42	336667	4
1644	2007	Envy On The Coast	Lucy Gray	0.496	0.866	0	-4.716	0	0.0688	0.00301	0.0	0.0902	0.238	132.963	40	25	282653	4
1645	2004	Loretta Lynn	Van Lear Rose	0.218	0.565	0	-7.816	1	0.0342	0.0197	4.75e-05	0.216	0.213	180.856	56	43	229441	4
1646	2002	Craig David	Slicker Than Your Average	0.836	0.806	5	-4.837	0	0.12	0.0646	0.0	0.193	0.892	108.118	73	45	215960	4
1647	2001	Bee Gees	This Is Where I Came In	0.536	0.323	9	-7.893	1	0.0267	0.375	6.15e-06	0.0918	0.162	138.868	76	29	260267	3
1648	2007	The Bamboos	The Best of the Tru Thoughts Years	0.688	0.775	5	-5.116	0	0.0309	0.119	0.000533	0.125	0.962	93.233	47	25	249200	4
1649	2007	James Blunt	All The Lost Souls	0.582	0.507	2	-9.021	1	0.0313	0.671	1.21e-06	0.136	0.217	83.019	77	61	234640	4
1650	2013	Dean Martin	Dino The Essential Dean Martin	0.754	0.458	5	-10.251	1	0.0468	0.73	0.0012	0.29	0.821	128.154	73	34	137293	4
1651	2014	Johnnyswim	A Johnnyswim Christmas	0.374	0.456	8	-9.873	1	0.0378	0.415	0.0	0.217	0.166	82.171	62	43	148560	4
1652	2014	G-Eazy	These Things Happen	0.656	0.741	10	-6.711	0	0.265	0.155	4.31e-06	0.123	0.301	74.801	86	53	196693	4
1653	2005	Various Artists	Las Mejores Gaitas, Vol. 3	0.543	0.787	2	-8.725	1	0.0621	0.172	1e-06	0.0671	0.967	99.195	8	40	280187	4
1654	2011	Lonestar	Simply The Hits	0.739	0.688	4	-5.581	1	0.0349	0.498	0.0	0.17	0.769	126.998	62	44	211253	4
1655	2007	Alvaro Monterrubio	Sus Exitos	0.762	0.481	3	-7.344	1	0.0534	0.774	0.0	0.117	0.978	115.334	37	26	190933	1
1656	2017	Volumes	Different Animals	0.459	0.962	1	-4.267	0	0.0805	0.000804	0.0131	0.239	0.114	120.037	51	48	230000	4
1657	2010	Kollektiv Turmstrasse	Rebellion Der Träumer	0.698	0.517	11	-11.72	0	0.0684	0.046	0.587	0.252	0.33	99.981	52	47	254627	4
1658	2017	Trey Songz	Tremaine The Album	0.678	0.462	0	-7.842	1	0.0628	0.0811	0.0	0.11	0.121	129.866	79	61	244280	4
1659	2005	Christopher Cross	Rhino Hi-Five: Christopher Cross	0.669	0.707	0	-13.66	0	0.0478	0.347	0.000716	0.0997	0.806	124.335	63	48	275507	4
1660	2010	Juan Gabriel	Juan Gabriel	0.659	0.497	0	-8.073	1	0.0353	0.0342	7.2e-06	0.137	0.764	112.017	76	64	182880	4
1661	2014	Big Wild	Venice Venture	0.744	0.756	9	-7.72	1	0.13	0.0954	0.698	0.893	0.364	160.981	62	55	220865	4
1662	2017	DVBBS	Parallel Lines	0.726	0.723	7	-3.827	1	0.105	0.212	0.0	0.113	0.211	108.028	69	54	200469	4
1663	2004	Keith Urban	Be Here	0.618	0.778	7	-4.785	1	0.0322	0.278	0.0	0.104	0.548	143.873	75	26	263067	4
1664	2010	Yahzarah	The Ballad of Purple St. James	0.591	0.708	6	-8.461	0	0.0707	0.426	0.000467	0.292	0.534	74.985	32	41	257086	4
1665	2015	Caloncho	Fruta (Vol. II)	0.859	0.495	7	-8.935	1	0.0388	0.795	0.193	0.272	0.765	134.012	66	65	193626	4
1666	2009	Incubus	Monuments And Melodies	0.47	0.81	4	-4.022	0	0.0272	0.0137	2.93e-06	0.201	0.432	78.116	72	33	237333	4
1667	2017	GoldLink	Crew (Remixes)	0.763	0.677	1	-8.364	0	0.0709	0.0161	0.0	0.358	0.501	130.028	73	54	221000	4
1668	2003	Sevendust	Seasons	0.578	0.959	11	-3.051	1	0.0533	0.00128	0.0001	0.0915	0.503	101.458	61	25	210040	4
1669	2013	Elise Lieberth	Cover Letters from Elise	0.466	0.369	10	-8.948	0	0.0297	0.792	1.35e-05	0.116	0.128	120.0	36	41	240256	4
1670	2011	SHINee	Replay -君は僕のeverything-	0.773	0.63	5	-4.172	1	0.0406	0.0707	0.0	0.0649	0.576	96.987	66	37	183427	4
1671	2017	Ahron Kupner	Where Are You Christmas	0.557	0.143	10	-16.314	1	0.0426	0.981	0.885	0.124	0.15	94.055	53	54	259080	4
1672	2005	Houston Calls	A Collection Of Short Stories	0.514	0.916	11	-4.999	1	0.0537	0.0154	0.0	0.142	0.551	163.025	30	25	220839	4
1673	2009	Alex Campos	Te Puedo Sentir	0.468	0.566	10	-5.3	1	0.0278	0.351	0.0	0.225	0.156	76.152	62	40	229840	4
1674	2002	The Laurie Berkner Band	Under A Shady Tree	0.895	0.279	10	-14.165	0	0.552	0.272	0.0	0.0913	0.327	99.946	52	21	107907	4
1675	2015	Tove Lo	Talking Body (The Remixes)	0.602	0.895	7	-4.567	1	0.0316	0.102	0.0645	0.353	0.365	114.962	80	45	269493	4
1676	2015	Moi Je	Fabrique Club	0.812	0.467	5	-9.387	1	0.351	0.635	0.000137	0.108	0.191	117.022	44	54	227698	4
1677	2017	Jaymes Young	Feel Something	0.671	0.673	11	-6.941	0	0.0444	0.148	5.29e-05	0.304	0.494	121.963	69	65	237720	4
1678	2008	David Choi	Only You	0.483	0.324	4	-9.62	1	0.0314	0.691	0.0	0.169	0.433	76.217	48	30	207920	4
1679	2013	Phillip Wilkerson	Sati	0.127	0.17	0	-20.464	1	0.054	0.969	0.891	0.0807	0.0337	70.122	35	37	561146	4
1680	2008	Alkaline Trio	Agony & Irony	0.355	0.957	9	-2.87	1	0.0804	0.00038	1.93e-06	0.276	0.448	184.019	62	29	216533	4
1681	2013	Ghost Loft	Seconds	0.635	0.526	1	-8.073	1	0.103	0.176	0.527	0.0966	0.274	92.979	58	46	172497	4
1682	2002	Alan Jackson	Let It Be Christmas	0.666	0.423	4	-8.617	1	0.048	0.684	0.0	0.109	0.788	161.064	73	45	170520	4
1683	2013	Steven Wilson	The Raven That Refused to Sing (And Other Stories)	0.447	0.343	2	-11.625	1	0.0311	0.0422	0.328	0.102	0.0777	123.931	56	44	457250	4
1684	2015	Joe Iconis	Be More Chill (Original Cast Recording)	0.51	0.743	10	-5.876	1	0.414	0.62	0.0	0.562	0.729	172.92	42	51	338987	4
1685	2011	SEGA SOUND TEAM	SONIC THE HEDGEHOG CD Original Soundtrack (20th Anniversary Edition)	0.398	0.934	8	-5.138	1	0.0651	9.65e-06	0.113	0.0645	0.344	87.48	55	34	166000	4
1686	2008	Various Artists	Música Sin Limites - Tropical	0.837	0.382	5	-13.173	0	0.105	0.0583	0.116	0.0762	0.961	87.84	8	41	161520	4
1687	2004	The Avett Brothers	Mignonette	0.523	0.421	7	-11.588	1	0.0388	0.326	0.00228	0.471	0.799	124.199	67	40	286920	4
1688	2005	City and Colour	Sometimes	0.523	0.467	5	-7.713	0	0.0281	0.311	2.01e-05	0.34	0.135	129.953	65	38	360880	4
1689	2003	Ludacris	Chicken - N - Beer	0.799	0.831	7	-4.879	1	0.33	0.364	0.0	0.112	0.768	99.212	77	23	213960	4
1690	2006	Escape the Fate	Dying Is Your Latest Fashion	0.209	0.935	5	-3.671	1	0.158	0.00846	0.0	0.242	0.433	199.509	65	44	241053	4
1691	2015	Futuristic	The Rise	0.728	0.67	1	-6.634	1	0.25	0.0163	0.0	0.115	0.133	112.3	64	38	241778	4
1692	2012	Sam And The Womp	Bom Bom	0.755	0.925	0	-3.977	1	0.257	0.0213	3.32e-05	0.101	0.804	125.06	44	56	174034	4
1693	2002	The Band	The Last Waltz	0.438	0.417	5	-13.568	1	0.0691	0.757	0.94	0.0987	0.197	156.281	67	22	50040	3
1694	2003	Various Artists	El Prodigio Vs. Geovanny Polanco: La Batalla del Tipico - Round 3	0.538	0.904	7	-1.605	0	0.0754	0.785	0.373	0.0537	0.847	176.804	8	33	271107	4
1695	2001	Weezer	Weezer (Green Album)	0.397	0.928	0	-4.212	1	0.042	8.5e-05	0.00364	0.375	0.575	138.648	75	38	128333	4
1696	2012	Jukebox The Ghost	Safe Travels	0.499	0.364	6	-9.329	1	0.0284	0.647	2.68e-06	0.192	0.287	73.991	56	38	228729	4
1697	2000	Paul Ma$$on	Memories	0.505	0.578	4	-9.327	0	0.178	0.172	7.09e-06	0.0819	0.325	82.907	26	18	313626	4
1698	2007	Melendi	Con La Luna Llena	0.68	0.856	4	-6.516	1	0.158	0.702	0.0	0.0893	0.673	163.941	75	51	228213	4
1699	2004	Sylvain Chauveau	Des Plumes Dans La Tête	0.371	0.0883	0	-20.105	1	0.0446	0.994	0.88	0.103	0.0972	113.327	43	43	216747	4
1700	2003	Rage Against The Machine	Live at the Grand Olympic Auditorium	0.409	0.997	7	-1.795	1	0.203	0.0321	0.00129	0.972	0.171	124.985	74	46	202760	4
1701	2009	Drake	So Far Gone	0.464	0.763	9	-6.086	0	0.206	0.0681	0.0	0.112	0.299	86.704	100	52	280627	4
1702	2001	Los Mier	Serie 32: Los Mier	0.79	0.727	7	-5.262	1	0.0792	0.102	0.0	0.0438	0.889	96.469	52	18	196373	4
1703	2005	Nujabes	Modal Soul	0.463	0.942	10	-5.623	0	0.252	0.131	0.0993	0.134	0.835	96.667	61	39	249373	4
1704	2015	Keke Palmer	I Don't Belong To You	0.512	0.559	5	-6.057	1	0.0532	0.0125	7.32e-06	0.102	0.0747	91.931	55	39	239733	4
1705	2001	Dead Kennedys	Plastic Surgery Disasters/In God We Trust, Inc.	0.499	0.819	7	-6.713	1	0.0703	0.000162	0.0196	0.0978	0.609	82.203	58	30	291968	4
1706	2013	Various Artists	Songs and Story: Mulan	0.462	0.399	7	-12.374	1	0.0635	0.451	0.0	0.389	0.73	167.961	8	56	181160	4
1707	2013	Various Artists	The Little Mermaid Greatest Hits	0.676	0.426	0	-7.704	1	0.0433	0.712	0.0	0.117	0.756	134.886	8	32	162200	4
1708	2002	Play	Play	0.563	0.845	10	-3.244	0	0.0947	0.0302	0.0	0.377	0.812	203.991	81	30	215600	4
1709	2015	Fall Out Boy	American Beauty/American Psycho	0.549	0.887	7	-4.511	1	0.112	0.00933	0.0153	0.348	0.341	156.08	83	60	179267	4
1710	2017	Little Mix	Glory Days: The Platinum Edition	0.773	0.747	5	-4.061	1	0.0889	0.0239	8.23e-06	0.11	0.8	126.014	88	79	246240	4
1711	2009	The Dramatics	Soul Six Pack	0.492	0.492	8	-10.829	0	0.0524	0.475	0.000449	0.441	0.538	72.71	53	40	203467	4
1712	2006	Various Artists	Cars (Original Motion Picture Soundtrack)	0.728	0.464	4	-10.34	1	0.0275	0.466	9.66e-05	0.153	0.646	126.807	8	40	248960	4
1713	2013	José González	Step Out (From The Secret Life Of Walter Mitty)	0.443	0.575	8	-10.363	1	0.0441	0.0155	0.443	0.152	0.135	144.794	69	42	241573	4
1714	2014	alt-J	This Is All Yours	0.446	0.177	2	-19.427	1	0.035	0.871	0.426	0.281	0.118	124.026	75	45	257498	4
1715	2008	La Original Banda El Limón de Salvador Lizárraga	Derecho De Antiguedad	0.627	0.672	10	-1.799	1	0.0279	0.62	4.44e-06	0.13	0.651	144.017	62	34	220493	4
1716	2003	E-Town Concrete	The Renaissance	0.658	0.681	7	-5.405	1	0.0904	0.0168	0.0	0.11	0.499	80.02	33	24	245733	4
1717	2005	Tosca	JAC	0.722	0.521	10	-10.849	1	0.0623	0.0379	0.653	0.663	0.323	96.999	55	37	373587	4
1718	2010	Bonobo	Stay The Same	0.639	0.549	1	-7.992	0	0.044	0.616	0.0561	0.181	0.435	100.014	69	42	210751	4
1719	2008	The Fox Hunt	Nowhere Bound	0.368	0.194	2	-13.992	1	0.0376	0.678	2.01e-05	0.262	0.167	112.055	23	29	291640	3
1720	2004	Los Cafres	Vivo a lo Cafre	0.524	0.647	5	-6.879	1	0.0446	0.53	4.06e-06	0.89	0.786	79.679	67	39	298199	4
1721	2006	Various Artists	MTV Presents Laguna Beach - Summer Can Last Forever	0.58	0.904	8	-4.655	0	0.0716	0.0211	0.000133	0.303	0.402	118.09	8	51	213707	4
1722	2000	The Partridge Family	A Partridge Family Christmas	0.261	0.382	3	-11.95	1	0.0314	0.54	0.000521	0.221	0.495	117.43	44	26	162000	4
1723	2001	Brand New	Your Favorite Weapon (Deluxe Edition)	0.533	0.764	8	-4.874	1	0.104	0.0351	0.000133	0.126	0.394	91.327	63	33	213640	4
1724	2010	Various Artists	The Addams Family (Original Cast Recording)	0.567	0.404	6	-9.854	1	0.312	0.616	0.0	0.0727	0.641	129.137	8	36	238987	4
1725	2006	Various Artists	Pirates of the Caribbean: Dead Man's Chest (Original Motion Picture Soundtrack)	0.223	0.0639	0	-23.56	0	0.0323	0.661	0.953	0.181	0.041	108.319	8	31	237867	3
1726	2015	Blaze Ya Dead Homie	Clockwork Gray	0.626	0.814	10	-5.798	0	0.223	0.111	0.0	0.329	0.712	152.003	43	38	295693	4
1727	2010	Various Artists	Bioshock 2: The Official Soundtrack - Music From And Inspired By The Game	0.556	0.137	5	-17.921	0	0.0493	0.965	6.43e-05	0.172	0.473	102.978	8	35	177240	4
1728	2012	John Denver	The Classic Christmas Album	0.516	0.146	0	-17.241	1	0.036	0.799	9.1e-05	0.114	0.667	117.899	73	32	142013	4
1729	2014	Swim Mountain	Swim Mountain	0.718	0.596	10	-5.823	1	0.0295	0.253	0.719	0.56	0.871	120.044	47	49	210625	4
1730	2005	Unwritten Law	Here's To The Mourning	0.269	0.863	3	-5.834	0	0.0625	0.0157	0.0	0.0957	0.363	150.308	48	34	238097	4
1731	2008	Peggy Scott-Adams	Best of Peggy Scott-Adams	0.699	0.639	4	-6.113	1	0.172	0.502	0.0	0.0786	0.905	179.903	29	27	237760	4
1732	2013	Lady Gaga	ARTPOP	0.712	0.861	0	-3.625	1	0.136	0.0062	3.42e-05	0.634	0.209	127.89	93	53	268600	4
1733	2000	R.L. Burnside	Wish I Was in Heaven Sitting Down	0.724	0.643	7	-7.774	0	0.044	0.0372	0.00141	0.192	0.795	74.957	46	40	393200	4
1734	2005	Judy Torres	Judy Torres - The Greatest Hits	0.638	0.715	11	-6.138	0	0.0492	2.78e-05	0.00071	0.0846	0.72	118.977	33	35	292933	4
1735	2010	Various Artists	Relaxing Bossa Lounge 4	0.741	0.236	6	-14.36	0	0.0318	0.943	0.000263	0.0986	0.384	115.969	8	51	206811	4
1736	2005	Hootie & The Blowfish	Looking for Lucky	0.571	0.947	7	-1.79	1	0.0465	0.0266	0.0158	0.356	0.647	124.56	61	37	217760	4
1737	2012	Revolver Cannabis	Seremos Eternos... Pero Por Ahora Somos Los Que Estamos	0.55	0.731	7	-4.977	0	0.281	0.482	0.0	0.396	0.884	92.016	63	43	264360	3
1738	2008	Wyclef Jean	Fast Car (Fugee Remix featuring Lupe Fiasco)	0.789	0.817	8	-4.638	1	0.134	0.113	0.0	0.066	0.49	98.817	73	27	199453	4
1739	2010	Sleeping With Sirens	With Ears To See And Eyes To Hear	0.382	0.941	9	-5.427	1	0.163	1.45e-05	0.0	0.225	0.466	178.062	67	39	202960	4
1740	2011	Pretty Ricky	Sex Music Vol. 1: Streets In The Sheets	0.512	0.658	3	-6.638	0	0.294	0.1	0.0	0.152	0.49	115.886	61	38	314293	4
1741	2012	Aaron Watson	Real Good Time	0.505	0.858	2	-4.436	1	0.076	0.0825	0.0	0.0284	0.817	201.663	60	30	186213	4
1742	2008	Whitechapel	This Is Exile	0.358	0.983	11	-5.486	0	0.178	0.000638	0.311	0.261	0.0772	120.076	56	32	442707	4
1743	2010	Tenth Avenue North	The Light Meets The Dark	0.466	0.248	7	-11.52	1	0.0294	0.565	0.0	0.11	0.272	87.068	62	31	222187	4
1744	2014	Rick Ross	Mastermind (Deluxe)	0.355	0.704	10	-5.964	0	0.322	0.0432	0.0	0.118	0.51	68.615	79	37	296027	4
1745	2002	Eminem	The Eminem Show	0.803	0.753	4	-3.542	0	0.0625	0.015	0.0	0.204	0.557	129.998	96	72	350227	4
1746	2016	Various Artists	OWSLA Worldwide Broadcast	0.591	0.532	0	-7.509	1	0.226	0.338	0.883	0.359	0.254	171.957	8	54	203721	4
1747	2017	Lilla Vargen	Downtown	0.431	0.334	1	-9.88	1	0.0319	0.651	0.0184	0.147	0.0449	94.492	43	53	249429	4
1748	2012	Little People	Unreleased Bits & Pieces, Pt. 2	0.734	0.571	5	-6.964	0	0.0284	0.109	0.656	0.12	0.53	94.835	48	35	373806	4
1749	2004	Damien Rice	B-Sides	0.472	0.456	5	-10.516	1	0.0309	0.00471	0.544	0.107	0.12	127.851	66	34	230000	4
1750	2013	Lil Wayne	I Am Not A Human Being II (Deluxe)	0.749	0.643	1	-5.537	1	0.257	0.00124	0.0	0.111	0.472	74.996	93	48	246560	4
1751	2007	Timbaland	Shock Value	0.649	0.794	9	-2.242	0	0.0287	0.165	0.0	0.347	0.437	106.084	77	29	198987	4
1752	2014	Foxygen	…And Star Power	0.313	0.642	2	-8.42	1	0.0437	0.0255	0.00626	0.386	0.461	124.858	58	43	301373	4
1753	2017	The Him	Always	0.491	0.612	10	-5.761	1	0.0796	0.0699	0.0	0.0946	0.279	173.846	66	59	193103	4
1754	2006	The Format	Dog Problems (Bonus Track Version)	0.726	0.912	0	-6.029	1	0.0421	0.0231	0.000124	0.236	0.8	132.008	44	28	241667	4
1755	2014	Lecrae	Anomaly	0.693	0.751	5	-5.657	0	0.205	0.173	0.0	0.262	0.194	137.046	70	38	225075	4
1756	2003	Linkin Park	Meteora	0.502	0.831	2	-3.723	1	0.295	0.105	1.3e-06	0.174	0.451	199.972	86	48	178867	3
1757	2003	Luis y Julian	15 Corridos Matones	0.751	0.557	6	-7.936	1	0.0439	0.685	0.0	0.292	0.885	94.625	52	31	200773	3
1758	2001	¡Cubanismo!	The Very Best Of ¡Cubanismo! ¡Mucho Gusto!	0.67	0.873	1	-6.56	1	0.0383	0.73	0.764	0.06	0.955	112.646	34	25	390107	4
1759	2007	Josh Groban	Noel	0.194	0.296	3	-10.429	1	0.0322	0.741	2.82e-05	0.0862	0.121	91.547	69	49	273573	3
1760	2005	Fred Mollin	Disney's Lullaby Album Vol. 2	0.346	0.0253	1	-20.56	1	0.0358	0.97	0.61	0.128	0.0971	68.494	57	41	208640	4
1761	2017	Various Artists	White Noise	0.285	0.0066	2	-53.083	1	0.0475	0.938	0.973	0.11	0.0348	76.569	8	54	188084	3
1762	2013	Skillet	Rise (Deluxe)	0.629	0.933	8	-3.051	1	0.0693	0.00389	0.0	0.114	0.589	127.0	75	54	190360	4
1763	2013	Various Artists	The Smurfs 2: Music from and Inspired by	0.563	0.816	11	-4.434	1	0.151	0.00126	0.0	0.116	0.707	164.861	8	41	185573	4
1764	2014	Karmin	No Flex Zone (Remix) - Single	0.89	0.649	3	-8.918	0	0.19	0.451	0.0	0.0922	0.774	128.034	55	43	189258	4
1765	2010	Edward Maya	Desert Rain (feat. Vika Jigulina)	0.651	0.697	7	-6.485	0	0.0263	0.00258	0.409	0.333	0.559	128.049	61	48	245625	4
1766	2004	Duelo	Para Sobrevivir	0.776	0.427	9	-10.784	1	0.0479	0.269	0.0	0.0873	0.771	136.467	68	47	271013	4
1767	2005	Eric Roberson	The Appetizer	0.589	0.397	9	-11.139	1	0.0378	0.312	0.0	0.111	0.224	139.833	48	26	255520	4
1768	2014	Mr. Maen	Slow Love	0.434	0.911	6	-6.238	1	0.0349	4.79e-05	0.00328	0.0923	0.319	127.0	31	43	212754	4
1769	2003	Madlib	Shades Of Blue: Madlib Invades Blue Note	0.515	0.618	5	-10.026	0	0.0544	0.511	0.0337	0.653	0.594	125.902	62	30	346040	4
1770	2007	Mike Jones	The American Dream	0.653	0.748	10	-3.89	1	0.133	0.206	0.0	0.0803	0.264	79.974	57	44	238947	4
1771	2004	Todd Snider	East Nashville Skyline	0.707	0.426	2	-8.473	1	0.0339	0.808	0.0	0.106	0.692	97.086	44	23	106773	4
1772	2004	Los Tres Ases	Los Tres Ases	0.627	0.188	11	-11.898	1	0.0383	0.791	0.0	0.325	0.44	96.992	46	47	197307	4
1773	2014	Bas	Last Winter	0.552	0.813	7	-6.668	1	0.309	0.263	6.51e-06	0.233	0.309	121.045	87	34	180480	5
1774	2007	Various Artists	Love Songs Number 1's	0.562	0.468	2	-8.945	1	0.0245	0.105	0.0	0.0981	0.236	142.595	8	28	235827	3
1775	2006	Rhonda Vincent	All American Bluegrass Girl	0.651	0.751	6	-4.661	0	0.0329	0.196	1.88e-06	0.252	0.874	117.06	35	26	180467	5
1776	2012	Children Of Bodom	Holiday At Lake Bodom, 15 Years of Wasted Youth	0.382	0.966	0	-3.353	1	0.0874	2.49e-05	0.471	0.177	0.292	99.272	59	37	170253	3
1777	2014	Spoon	They Want My Soul	0.626	0.967	6	-2.907	0	0.039	0.168	5.06e-05	0.192	0.53	132.002	63	36	206827	4
1778	2016	Snarky Puppy	Culcha Vulcha	0.583	0.812	0	-7.286	1	0.0792	0.0133	0.848	0.0458	0.512	94.094	55	46	219467	4
1779	2005	Gogol Bordello	Gypsy Punks: Underdog World Strike	0.387	0.908	9	-4.036	1	0.108	0.000754	0.0	0.468	0.684	138.252	50	38	271000	4
1780	2001	Danny And The Juniors Featuring Joe Terry With The Junior Juniors	For Cool Grandkids Everywhere	0.569	0.779	7	-8.083	1	0.032	0.255	0.0206	0.19	0.535	99.521	19	22	152451	4
1781	2010	Brooke Fraser	Flags (Deluxe Edition)	0.465	0.26	3	-10.721	1	0.0331	0.884	2.41e-05	0.129	0.593	147.359	51	40	142800	4
1782	2010	The Avett Brothers	Live, Vol. 3 (Live At Bojangles' Coliseum/2009)	0.466	0.454	4	-9.155	1	0.0384	0.77	0.0	0.577	0.41	113.934	67	27	248440	4
1783	2003	Luther Vandross	The Essential Luther Vandross	0.484	0.416	1	-8.16	1	0.0383	0.572	0.0	0.329	0.389	83.95	66	23	224800	4
1784	2014	Jake Owen	Days of Gold (Deluxe Edition)	0.592	0.914	7	-3.665	1	0.0459	0.206	4.26e-05	0.0567	0.431	117.034	70	37	177787	4
1785	2014	Dauwd	Kindlinn	0.67	0.562	1	-11.0	1	0.0645	0.0137	0.891	0.105	0.321	118.038	48	46	348289	4
1786	2006	Chris Thile	How To Grow A Woman From The Ground	0.504	0.434	7	-10.201	1	0.0414	0.869	0.0034	0.274	0.494	138.422	54	42	263160	4
1787	2002	Negami	Dicen por Ahi	0.609	0.735	7	-7.322	1	0.0726	0.512	0.00311	0.267	0.782	182.217	34	38	242026	4
1788	2007	Alesana	On Frail Wings Of Vanity And Wax	0.367	0.275	7	-15.811	0	0.0299	0.648	0.0	0.129	0.137	84.555	53	30	222453	4
1789	2003	Galactic	Ruckus	0.801	0.607	10	-8.598	1	0.0361	0.204	0.0022	0.141	0.719	96.003	48	23	193267	4
1790	2014	Tim McGraw	Sundown Heaven Town (Deluxe Edition)	0.54	0.495	5	-6.386	1	0.0268	0.404	0.00011	0.124	0.338	70.997	75	49	197227	1
1791	2005	Rainie Yang	曖昧	0.644	0.448	3	-8.107	1	0.0279	0.736	0.0	0.0853	0.337	99.975	59	47	262747	3
1792	2004	Coalo Zamorano	Cosas Poderosas	0.568	0.85	7	-8.295	1	0.0765	0.00253	0.0	0.835	0.621	127.88	49	39	305972	4
1793	2000	Ruff Endz	Love Crimes	0.828	0.527	9	-2.961	0	0.0781	0.212	1.04e-06	0.195	0.555	120.0	44	25	315440	4
1794	2002	DJ Spooky	Modern Mantra	0.665	0.788	10	-5.757	0	0.0725	0.0141	0.897	0.422	0.658	189.88	35	41	121280	4
1795	2016	Bethel Music	Have It All (Live)	0.391	0.567	2	-7.709	1	0.0278	0.000446	0.0	0.258	0.104	163.963	74	54	324175	4
