,Year,Artist,Track,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Track_Popularity,Artist_Popularity,Duration_ms,Time Signature
5346,2014,Hard-FI,Hard To Beat,0.56,0.841,10,-4.532,1,0.0664,0.00191,5.33e-06,0.182,0.78,125.219,46,56,253307,4
5347,2010,The Soft Pack,Answer To Yourself,0.262,0.919,9,-6.022,1,0.0594,0.000314,0.00209,0.186,0.732,172.759,26,32,200653,4
5348,2008,Gavin DeGraw,Cheated On Me,0.391,0.696,7,-5.904,1,0.0292,0.00166,0.0,0.133,0.358,150.024,31,69,219907,4
5349,2006,Stone Sour,Through Glass,0.545,0.753,3,-4.618,0,0.036,0.0417,0.0,0.389,0.434,105.754,48,71,282947,4
5350,2001,Carolyn Dawn Johnson,Complicated,0.628,0.458,7,-6.82,1,0.0303,0.168,0.0,0.0577,0.337,79.008,32,34,228533,4
5351,2007,Various Artists,I'll Be Home For Christmas,0.624,0.485,10,-7.775,1,0.0282,0.627,0.0,0.359,0.199,105.013,24,8,215707,4
5352,2003,Seeed,Respectness,0.905,0.592,6,-5.758,0,0.191,0.212,0.0,0.329,0.795,133.973,28,62,261333,4
5353,2008,Luiz Bonfá,Sambalamento,0.646,0.252,2,-17.362,0,0.0394,0.811,0.00123,0.103,0.656,99.639,37,51,139600,5
5354,2005,Tommy Emmanuel,Angelina,0.601,0.155,4,-17.522,1,0.0342,0.936,0.484,0.108,0.258,127.243,39,50,221947,4
5355,2011,Little Big Town,Have Yourself A Merry Little Christmas,0.401,0.178,3,-11.854,1,0.0372,0.896,0.0,0.107,0.221,155.893,47,66,232720,4
5356,2005,The Pussycat Dolls,Buttons,0.544,0.823,2,-4.318,1,0.32,0.158,0.0,0.268,0.434,210.75,62,71,225560,4
5357,2017,Joey Bada$$,Love Is Only a Feeling,0.629,0.676,1,-7.088,0,0.191,0.53,0.000325,0.701,0.497,90.377,61,76,152041,4
5358,2017,gianni & kyle,independent,0.484,0.545,0,-7.883,1,0.37,0.403,0.0,0.115,0.398,82.388,54,65,192000,4
5359,2008,Lady Antebellum,Can't Take My Eyes Off You,0.247,0.271,9,-9.945,0,0.0289,0.46,0.0,0.188,0.127,82.988,46,70,285160,5
5360,2008,Pancho Barraza,Unidos Para Amarnos,0.536,0.494,4,-9.0,1,0.0287,0.0698,0.00565,0.0844,0.684,155.093,41,66,208853,4
5361,2017,The War On Drugs,In Chains,0.502,0.956,11,-4.823,1,0.0705,0.00341,0.414,0.0848,0.627,137.646,51,66,440733,4
5362,2006,Gucci Mane,Hold That Thought,0.7,0.459,1,-3.054,1,0.158,0.0566,0.0,0.037,0.0813,145.986,25,88,323187,4
5363,2016,J-Soul,Slow Wine,0.688,0.681,9,-2.637,0,0.246,0.0526,0.0,0.0687,0.592,65.373,55,48,171267,3
5364,2006,Incubus,Dig,0.45,0.895,11,-4.739,1,0.0386,0.0293,0.0,0.116,0.463,77.577,60,72,257253,4
5365,2016,Struggle Jennings,The Dance,0.595,0.726,6,-8.363,0,0.132,0.0498,0.0,0.122,0.434,150.774,53,61,236648,4
5366,2001,Brian Crain,Innocent Heart,0.184,0.138,0,-16.141,1,0.0368,0.939,0.878,0.142,0.152,75.294,30,58,194907,4
5367,2004,Salomón Robles Y Sus Legendarios,"Estoy Enamorado De Ti - En Vivo Desde Texcoco, México/2004",0.609,0.85,8,-7.957,1,0.0505,0.0927,5.35e-05,0.692,0.617,87.703,30,45,219107,4
5368,2015,Various Artists,Capullo y Sorullo,0.798,0.669,0,-6.954,1,0.0362,0.0852,2.12e-05,0.0835,0.72,106.559,44,8,250760,4
5369,2006,Snow Patrol,Headlights On Dark Roads,0.449,0.96,9,-3.51,0,0.0465,1.87e-05,0.0186,0.201,0.73,135.992,35,74,210747,4
5370,2006,Vicente Fernández,La Tragedia Del Vaquero,0.573,0.457,7,-3.499,1,0.0332,0.823,2.18e-06,0.108,0.576,125.189,39,74,226547,4
5371,2005,Anthony Santos,No Te Vayas,0.494,0.743,1,-8.848,0,0.0993,0.282,0.00266,0.2,0.781,166.086,25,61,258547,4
5372,2015,Mat Kearney,Billion,0.603,0.784,1,-5.716,1,0.0572,0.142,0.0,0.197,0.719,93.82,42,65,202013,4
5373,2012,Desert Dwellers,Bodhi Mandala - (Drumspyder Remix),0.692,0.759,2,-8.461,1,0.0403,0.151,0.748,0.136,0.157,89.967,42,47,378787,4
5374,2015,Nokto Music,Little Bo Peep,0.579,0.068,7,-23.435,1,0.0747,0.99,0.943,0.132,0.358,67.983,42,54,70725,1
5375,2007,Coheed and Cambria,IV - The Road and the Damned,0.511,0.791,2,-4.374,1,0.0443,0.0761,0.0,0.386,0.616,139.958,34,67,215160,3
5376,2010,Brandon Flowers,Only The Young,0.617,0.545,10,-7.488,0,0.0244,0.315,0.0407,0.13,0.197,92.369,33,54,258533,4
5377,2015,Various Artists,Head Crush,0.837,0.646,2,-4.007,1,0.0928,0.000757,0.697,0.139,0.185,108.901,41,8,321103,3
5378,2008,Della,猜不透,0.565,0.455,4,-6.632,1,0.0346,0.56,0.0,0.115,0.182,139.956,58,54,233360,4
5379,2006,Leif Ove Andsnes,"Mendelssohn: 6 Lieder ohne Worte, Book 6, Op. 67: II. Allegro leggiero",0.227,0.0561,6,-30.011,0,0.0416,0.995,0.907,0.0745,0.218,182.46,48,53,121133,3
5380,2005,Tewodros Kasshun,Shiemendafer,0.577,0.532,3,-7.962,1,0.029,0.365,0.00214,0.16,0.558,151.056,29,31,281093,4
5381,2001,Merle Haggard & The Strangers,Little Ole Wine Drinker Me,0.709,0.751,6,-7.041,1,0.0583,0.514,5.51e-06,0.0799,0.775,144.627,26,50,158933,4
5382,2009,Luke Bryan,Drinkin' Beer And Wastin' Bullets,0.493,0.75,7,-4.748,0,0.0327,0.0126,1.73e-05,0.0968,0.246,131.984,53,78,259640,4
5383,2008,Rod Stewart,Reason To Believe - Unplugged Version,0.598,0.609,7,-10.216,1,0.0358,0.235,3.02e-06,0.962,0.393,129.222,26,74,221360,4
5384,2012,Allen Stone,Unaware,0.519,0.567,11,-8.507,1,0.0491,0.263,0.000144,0.116,0.51,116.967,44,58,349493,4
5385,2006,Matisyahu,Late Night in Zion,0.728,0.665,7,-5.318,1,0.0882,0.273,0.0,0.377,0.567,71.003,28,63,193760,4
5386,2004,Saves The Day,Hold,0.667,0.372,6,-7.947,1,0.0594,0.598,0.0,0.0926,0.286,143.875,27,52,142040,4
5387,2015,The Wind and The Wave,Edge of Seventeen,0.664,0.79,4,-4.631,0,0.0303,0.368,6.27e-05,0.382,0.175,110.002,50,53,327853,4
5388,2006,The Raconteurs,Hands,0.326,0.673,1,-7.81,1,0.0348,0.00108,0.00621,0.255,0.1,96.868,35,62,241200,4
5389,2010,Alexandre Desplat,Obliviate,0.294,0.204,0,-19.13,1,0.0505,0.932,0.954,0.104,0.0368,149.74,41,69,182200,4
5390,2013,Amaranthe,Afterlife,0.478,0.971,8,-4.19,1,0.139,0.000113,0.0,0.351,0.659,102.547,45,67,194987,4
5391,2005,Emanon,The Words,0.653,0.592,10,-9.853,0,0.316,0.0213,0.000204,0.101,0.646,176.117,32,31,300760,4
5392,2008,Cat Power,New York,0.739,0.392,7,-8.433,0,0.0343,0.464,0.000885,0.111,0.238,145.814,35,66,121107,4
5393,2006,Vinylshakerz,One Night In Bangkok (Vinylshakerz Screen Cut),0.676,0.856,7,-5.877,0,0.0372,0.000794,0.0046,0.302,0.91,130.049,37,37,211547,4
5394,2017,Young Dolph,Eddie Cane,0.766,0.614,9,-6.386,1,0.162,0.00129,7.79e-06,0.149,0.275,80.997,50,74,118491,4
5395,2006,Nickel Creek,Out Of The Woods,0.564,0.317,2,-14.851,1,0.0329,0.62,0.0593,0.0818,0.25,134.002,29,51,320400,4
5396,2002,Lil Jon & The East Side Boyz,Ooh Na Na Naa Naa,0.756,0.56,11,-8.664,0,0.155,0.0648,0.0,0.105,0.742,133.987,33,65,289947,4
5397,2005,Jack Jezzro,A Whole New World - Instrumental,0.684,0.308,2,-12.571,1,0.0269,0.582,0.504,0.107,0.469,112.112,31,57,256027,4
5398,2002,Dave Matthews Band,"Digging a Ditch - Live at Folsom Field, Boulder, CO - July 2001",0.539,0.506,7,-7.559,1,0.044,0.309,7.26e-05,0.921,0.366,125.483,18,70,333893,4
5399,2015,Carly Rae Jepsen,Favourite Colour,0.6,0.658,0,-5.386,1,0.0519,0.0817,5.37e-06,0.42,0.677,146.007,49,74,208880,4
5400,2006,Duncan Sheik,And Then There Were None - Original Broadway Cast Recording/2006,0.783,0.48,9,-7.343,1,0.0539,0.492,0.0,0.348,0.718,116.017,42,49,256173,4
5401,2003,Tipper,No Dice,0.774,0.361,1,-10.919,0,0.0463,0.0299,0.794,0.0694,0.231,99.993,34,48,262293,4
5402,2001,Train,It's About You,0.562,0.708,7,-6.834,1,0.0666,0.00415,2.43e-05,0.0636,0.542,170.108,39,81,265360,4
5403,2005,Dion & The Belmonts,Runaround Sue - Remastered 1991,0.544,0.567,11,-10.8,0,0.0753,0.79,3.85e-06,0.363,0.559,78.227,49,52,159813,4
5404,2005,Lee Ann Womack,Twenty Years And Two Husbands Ago,0.459,0.371,9,-7.841,1,0.0333,0.446,3.95e-06,0.107,0.191,72.327,27,54,229173,3
5405,2015,Piano Novel,Forêt,0.513,0.0472,7,-26.4,0,0.0498,0.994,0.946,0.0929,0.143,74.642,47,62,247577,4
5406,2015,JJ Grey & Mofro,Every Minute,0.663,0.433,0,-7.11,1,0.0265,0.0247,0.041,0.124,0.814,107.415,43,50,281173,4
5407,2015,Max Richter,Path 5 (delta),0.163,0.0888,2,-24.673,0,0.0399,0.976,0.912,0.117,0.0381,131.834,38,77,674160,4
5408,2013,Ministério Zoe,Aquieta Minh'alma,0.446,0.316,9,-10.864,1,0.0329,0.252,0.0,0.119,0.116,123.797,66,60,425800,4
5409,2003,Burning Spear,Social Living,0.719,0.456,0,-13.675,1,0.158,0.0334,2.84e-05,0.176,0.654,130.393,31,55,169467,4
5410,2015,Maître Gims,Est-ce que tu m'aimes ? - Pilule Bleue,0.779,0.852,2,-3.353,1,0.0651,0.235,0.0,0.212,0.601,119.892,67,75,237093,4
5411,2012,Happy Baby Lullaby Collection,And I Love Her,0.648,0.26,1,-12.936,0,0.0621,0.716,0.0439,0.0901,0.537,100.967,42,48,252922,4
5412,2002,The Distillers,Desperate,0.191,0.973,4,-2.661,0,0.0921,0.00028,0.0,0.149,0.278,91.093,30,53,82200,4
5413,2015,Joe Iconis,More Than Survive - Reprise,0.668,0.571,9,-7.857,1,0.438,0.529,0.0,0.16,0.895,156.237,47,42,81533,4
5414,2002,Pillar,Behind Closed Doors,0.57,0.919,7,-5.156,1,0.0434,0.000353,0.568,0.356,0.553,98.256,20,48,176733,4
5415,2000,Pebbles,Mercedes Boy - Single Remix Version,0.685,0.854,10,-7.085,0,0.0576,0.0326,0.0119,0.0616,0.968,114.914,22,40,234973,4
5416,2012,Weekend Wolves,Home,0.495,0.452,2,-11.717,1,0.437,0.000334,7.87e-05,0.501,0.419,79.971,35,27,240000,4
5417,2010,Grimes,"Zoal, Face Dancer",0.779,0.555,11,-12.104,1,0.0517,0.873,0.00681,0.102,0.728,120.021,36,66,156000,4
5418,2003,Lead Belly,Midnight Special - Remastered 2002,0.521,0.255,4,-12.747,0,0.0645,0.906,0.0,0.203,0.625,148.401,36,45,185520,4
5419,2011,Balance And Composure,Echo,0.376,0.489,0,-9.754,0,0.0268,0.922,0.000207,0.0916,0.0959,89.8,30,50,240880,4
5420,2011,Mac Lethal,Black Rainbow,0.657,0.598,2,-6.762,1,0.332,0.552,0.0,0.572,0.17,85.66,31,50,246399,4
5421,2011,Washed Out,Echoes,0.589,0.938,2,-10.475,0,0.0567,0.0729,0.942,0.166,0.573,120.007,37,61,248200,4
5422,2012,Stick Figure,Women of the Night (feat. Half Pint),0.802,0.609,7,-7.428,1,0.0376,0.0115,0.00764,0.365,0.879,139.002,38,63,304001,4
5423,2010,La Arrolladora Banda El Limón De Rene Camacho,Niña De Mi Corazón,0.706,0.579,3,-6.053,1,0.0291,0.511,0.0,0.105,0.891,114.024,52,76,188413,4
5424,2011,Rasheeda,We Ready (feat. Archie),0.784,0.58,6,-5.915,0,0.106,0.0614,0.0,0.0651,0.824,150.035,37,36,248213,4
5425,2009,Ismael Rivera,El Nazareno,0.693,0.806,8,-4.738,1,0.0639,0.357,0.00237,0.334,0.935,89.543,30,51,336507,4
5426,2007,The O'Jays,For the Love of Money,0.673,0.822,0,-6.679,1,0.0415,0.282,3.86e-06,0.126,0.9,97.257,36,62,440920,4
5427,2001,T.S.O.L.,Wash Away,0.168,0.781,5,-12.594,1,0.036,0.000244,0.00059,0.135,0.427,188.136,21,43,224800,4
5428,2004,Bucks Fizz,Making Your Mind Up,0.64,0.834,2,-9.413,1,0.0534,0.278,0.0,0.0459,0.971,173.565,41,41,158440,4
5429,2015,The Revivalists,Stand Up,0.549,0.884,5,-5.031,1,0.104,0.237,4.58e-05,0.0878,0.556,188.195,48,66,231053,4
5430,2008,Fulanito,Chillando Goma,0.836,0.634,2,-8.848,1,0.107,0.116,0.0,0.0913,0.789,118.044,38,50,250867,4
5431,2005,Trans-Siberian Orchestra,Carmina Burana,0.604,0.577,2,-5.701,1,0.0379,0.163,0.0,0.107,0.433,138.87,38,61,164173,3
5432,2006,Slayer,Skeleton Christ,0.317,0.995,4,-1.792,1,0.187,3.53e-05,0.123,0.0886,0.261,98.344,37,68,262200,4
5433,2014,The Script,"Never Seen Anything ""Quite Like You""",0.314,0.464,6,-7.37,1,0.0275,0.429,1.28e-06,0.103,0.413,160.131,58,78,202587,3
5434,2009,Converge,Wretched World,0.39,0.572,9,-7.196,0,0.0368,0.000171,0.772,0.114,0.0463,79.786,39,49,430507,4
5435,2001,Mest,Drawing Board,0.395,0.89,11,-6.059,1,0.0557,0.000209,0.0,0.206,0.789,191.866,34,57,211133,4
5436,2005,Pretty Ricky,Can't Live Without You,0.641,0.591,7,-7.99,0,0.127,0.196,0.0,0.0565,0.595,137.104,34,61,289907,4
5437,2003,Lil Wyte,Doubt Me Now,0.717,0.863,1,-5.643,1,0.276,0.0408,0.0,0.2,0.386,177.775,21,58,166093,3
5438,2014,Brian Blade & The Fellowship Band,Landmarks,0.384,0.13,8,-22.154,1,0.031,0.928,0.823,0.122,0.12,105.198,54,43,500507,4
5439,2006,Keane,The Frog Prince,0.447,0.874,5,-3.969,1,0.031,0.000967,1.2e-05,0.13,0.652,110.009,32,73,262853,4
5440,2013,Jaymes Young,Wondering,0.68,0.362,0,-11.732,1,0.0318,0.105,7.43e-06,0.0773,0.178,109.996,40,69,262814,4
5441,2017,Dylan Scott,Jingle Bell Rock,0.691,0.584,10,-5.585,1,0.0325,0.71,0.0,0.272,0.67,122.065,44,64,133293,4
5442,2013,Omarion,Know You Better [feat. Fabolous and Pusha T],0.78,0.432,9,-7.715,0,0.0785,0.0366,0.0,0.119,0.532,131.034,36,67,287360,4
5443,2009,Roberto Roena,Tu Loco Loco Y Yo Tranquilo,0.683,0.516,7,-8.914,0,0.0332,0.622,0.00657,0.249,0.962,89.868,35,46,198027,4
5444,2017,Galantis,Hunter,0.47,0.727,7,-5.752,1,0.131,0.159,0.0,0.15,0.63,99.465,66,77,183467,4
5445,2015,Purity Ring,sea castle,0.543,0.47,7,-8.825,0,0.0334,0.2,0.000156,0.114,0.325,124.047,49,60,207018,4
5446,2013,Hans Zimmer,Oil Rig,0.56,0.939,10,-14.446,1,0.126,0.196,0.878,0.153,0.0308,106.054,33,78,105697,4
5447,2007,Helen Jane Long,Porcelain,0.559,0.095,5,-22.734,1,0.0386,0.986,0.957,0.137,0.0653,119.936,30,49,220386,3
5448,2004,The Weepies,Simple Life,0.64,0.324,4,-11.681,1,0.0234,0.281,0.000679,0.177,0.486,90.993,26,52,233853,4
5449,2005,Jack's Mannequin,Miss Delaney - 2015 Remastered,0.476,0.915,10,-4.204,1,0.0483,0.000464,6.36e-06,0.221,0.399,118.986,27,0,223587,4
5450,2000,Count Basic,Wes Who?,0.764,0.813,9,-6.392,0,0.049,0.128,0.0914,0.0688,0.759,90.016,24,34,215667,4
5451,2000,Nelly,Batter Up,0.84,0.591,8,-6.422,1,0.258,0.128,0.0,0.251,0.581,159.711,26,77,327933,4
5452,2015,Kylie Minogue,White December,0.624,0.894,7,-6.215,1,0.0384,0.0462,0.0,0.464,0.688,110.036,48,72,186680,4
5453,2003,Brand New,Me vs. Maradona vs. Elvis,0.484,0.251,1,-10.446,1,0.0312,0.2,0.134,0.0975,0.334,181.75,44,63,319000,4
5454,2009,Michael Bublé,I've Got The World On A String - Live From Madison Square Garden,0.542,0.576,2,-7.648,1,0.0694,0.495,1.63e-06,0.963,0.481,101.3,57,86,203627,4
5455,2014,All Good Things,Fight,0.506,0.757,7,-5.647,0,0.0465,0.00209,1.62e-06,0.109,0.182,126.99,50,54,244075,4
5456,2015,Dove Cameron,Better in Stereo - Theme Song Version,0.708,0.822,0,-3.411,1,0.0356,0.218,0.0,0.397,0.843,109.989,51,65,152573,4
5457,2005,Billy Dean,Only Here For A Little While,0.537,0.6,9,-6.675,1,0.028,0.141,0.0,0.36,0.774,172.541,45,42,214560,4
5458,2001,Rosie Thomas,Farewell,0.398,0.0224,0,-16.464,1,0.0545,0.981,0.0846,0.0913,0.269,122.034,33,35,192387,4
5459,2009,Creed,The Song You Sing,0.238,0.884,6,-4.173,0,0.0564,0.00347,0.0,0.103,0.312,179.671,36,78,248520,4
5460,2002,Art Tatum,Blue Skies,0.437,0.0851,6,-19.109,1,0.0488,0.986,0.931,0.0947,0.594,176.986,29,50,172067,4
5461,2015,Richard Jenkinson,"Lullaby, Op. 57 No. 2 (Arr. for Cello & Piano)",0.128,0.0199,2,-27.39,1,0.042,0.993,0.843,0.0716,0.034,90.798,43,30,139187,4
5462,2010,Pesado,Flor De Capomo - Live At Nuevo León México / 2009,0.712,0.517,7,-8.227,1,0.068,0.401,6.91e-06,0.822,0.752,106.83,37,67,232040,4
5463,2009,Flex,Te Amo Tanto - US Version,0.649,0.8,6,-4.979,1,0.104,0.132,0.000139,0.175,0.507,182.021,44,64,208560,4
5464,2015,Meghan Trainor,Dear Future Husband,0.655,0.782,1,-4.789,1,0.185,0.375,0.0,0.317,0.832,79.427,68,81,184227,4
5465,2008,John Pinette,Waterparks,0.387,0.907,3,-18.998,0,0.911,0.868,0.0,0.974,0.082,71.35,28,44,265613,4
5466,2003,Óscar Medina,Aleluya,0.556,0.582,7,-8.609,1,0.0314,0.542,8.88e-05,0.347,0.616,151.91,23,46,254000,4
5467,2017,Glades,Keep It from You,0.635,0.632,0,-6.083,0,0.028,0.252,0.0,0.101,0.324,119.98,46,63,189960,4
5468,2015,Calibre 50,Amor Limosnero,0.788,0.791,8,-3.998,1,0.0283,0.177,1.43e-06,0.292,0.972,105.102,49,75,240000,4
5469,2004,Los Cafres,Suena la Alarma,0.649,0.737,1,-6.876,1,0.0388,0.208,8.76e-06,0.718,0.919,93.236,43,67,136438,4
5470,2000,Big Moe,City Of Syrup,0.893,0.437,9,-10.518,1,0.122,0.0227,1.35e-06,0.602,0.405,104.443,36,46,261427,4
5471,2005,T-Bone Walker,Papa Ain't Salty,0.573,0.488,0,-12.409,1,0.0487,0.674,0.00264,0.165,0.715,109.119,34,46,167000,4
5472,2013,Nipsey Hussle,Hussle in the House,0.536,0.913,4,-2.244,0,0.369,0.0144,0.0,0.313,0.681,88.305,39,69,200467,4
5473,2002,Mastodon,March of the Fire Ants,0.182,0.925,9,-4.815,1,0.0668,2.47e-06,0.775,0.121,0.321,151.696,32,62,265920,4
5474,2010,Lord Huron,Into The Sun,0.489,0.616,9,-11.941,1,0.0612,0.794,0.701,0.354,0.284,164.97,39,75,386909,4
5475,2005,Various Artists,Chim Chim Cher-ee - London Cast Recording,0.401,0.126,11,-18.281,0,0.0909,0.773,4.21e-06,0.116,0.325,86.292,27,8,243840,3
5476,2016,Hannah Kerr,Radiate,0.553,0.806,0,-5.343,0,0.036,0.00682,1.68e-06,0.0955,0.664,159.949,44,49,220827,4
5477,2004,Slipknot,Disasterpiece - Live in London,0.282,0.995,7,-3.485,1,0.205,0.0001,1.27e-05,0.573,0.0842,107.123,37,79,325973,4
5478,2002,Cage,(Down) The Left Hand Path,0.736,0.602,9,-6.56,0,0.194,0.00834,0.0,0.106,0.782,87.689,22,74,246200,4
5479,2002,The Goo Goo Dolls,Think About Me,0.423,0.887,7,-3.481,1,0.0344,3.33e-05,0.0252,0.084,0.305,137.236,37,73,239080,4
5480,2014,50 Cent,Hold On,0.761,0.593,1,-6.585,1,0.348,0.733,5.08e-06,0.131,0.588,82.526,50,83,226524,4
5481,2010,Thirty Seconds To Mars,Night Of The Hunter,0.521,0.904,3,-4.181,0,0.0881,0.00724,1.72e-05,0.387,0.269,115.961,37,73,340800,4
5482,2010,Ludo,Manta Rays,0.574,0.765,2,-7.147,1,0.0618,0.00812,0.00382,0.183,0.385,144.944,27,78,234533,4
5483,2003,Galactic,Uptown Odyssey,0.801,0.607,10,-8.598,1,0.0361,0.204,0.0022,0.141,0.719,96.003,23,48,193267,4
5484,2002,Raphael Saadiq,Faithful,0.838,0.661,6,-4.246,1,0.0512,0.166,5.31e-05,0.151,0.792,100.007,28,58,245160,4
5485,2016,M City JR,Addicted To My Ex,0.83,0.5,1,-6.597,1,0.0725,0.0889,0.000349,0.277,0.0491,140.009,62,50,223074,4
5486,2006,Anthony Santos,Quien Te Engano,0.603,0.454,0,-12.79,1,0.101,0.321,0.000416,0.321,0.969,152.378,41,61,342400,4
5487,2005,Volbeat,Soulweeper,0.376,0.922,0,-5.234,0,0.055,5.44e-06,0.145,0.215,0.398,130.195,39,73,219987,4
5488,2006,Alberto Pedraza Islas,Cumbia Gabacha,0.62,0.611,0,-9.196,1,0.171,0.0908,0.48,0.0583,0.747,189.195,40,30,243413,4
5489,2014,SOHN,Tremors,0.603,0.498,2,-9.121,0,0.0355,0.844,0.0592,0.135,0.488,160.064,47,58,209827,3
5490,2013,Various Artists,Chulo Sin H,0.746,0.866,1,-5.754,1,0.294,0.083,3.61e-06,0.318,0.825,160.004,57,8,284189,4
5491,2011,Trey Songz,Sex Ain't Better Than Love,0.505,0.794,0,-3.682,0,0.0604,0.152,0.0,0.186,0.422,121.303,43,79,263933,4
5492,2005,The Platters,With This Ring,0.63,0.482,6,-11.177,1,0.0435,0.418,0.0,0.144,0.707,127.255,39,64,163760,4
5493,2002,Santana,The Game of Love (feat. Michelle Branch) - Main / Radio Mix,0.59,0.929,2,-3.236,1,0.0478,0.0714,0.000153,0.0598,0.674,119.818,58,72,254467,4
5494,2014,Us The Duo,No Matter Where You Are,0.694,0.668,4,-5.815,1,0.0333,0.0355,0.0,0.27,0.474,132.031,59,61,178827,4
5495,2010,Ian Dury,Hit Me With Your Rhythm Stick,0.713,0.861,5,-7.834,0,0.036,0.0739,0.00173,0.114,0.898,104.299,45,44,223133,4
5496,2008,Chiodos,"I Didn't Say I Was Powerful, I Said I Was a Wizard (Acoustic)",0.472,0.444,6,-8.508,0,0.0287,0.894,0.000117,0.131,0.328,159.885,27,51,198387,4
5497,2007,Brazeros Musical De Durango,El Zancudito Loco,0.8,0.68,11,-5.805,0,0.0439,0.19,1.09e-06,0.612,0.921,122.066,35,46,157667,4
5498,2000,Jack Off Jill,Underjoyed,0.467,0.874,7,-4.649,1,0.0469,0.000221,0.305,0.639,0.522,171.828,20,37,173708,4
5499,2004,REO Speedwagon,Can't Fight This Feeling,0.448,0.534,9,-8.344,1,0.0253,0.281,2.41e-05,0.0951,0.199,78.106,41,66,294093,4
5500,2000,Eva Cassidy,Kathy's Song,0.333,0.131,10,-20.837,1,0.0311,0.98,0.152,0.113,0.318,92.31,47,61,167160,4
5501,2002,Grand Funk Railroad,"I'm Your Captain/Closer To Home - Live from O'Hara Arena, Dayton, U.S.A./1971; 24-Bit Digitally Remastered/2002",0.411,0.853,7,-6.392,1,0.0378,0.0147,0.155,0.389,0.276,101.302,33,56,356867,4
5502,2015,K CAMP,In My Face,0.779,0.404,8,-10.511,0,0.0717,0.569,1.31e-06,0.114,0.421,95.969,45,67,239792,4
5503,2013,Amy Dickson,"Pavane, Op. 50 (Arr. for Saxophone and Orchestra)",0.174,0.122,6,-16.03,0,0.0401,0.97,0.895,0.102,0.0398,117.352,43,41,428067,4
5504,2009,Mariah Carey,It's A Wrap,0.616,0.364,2,-7.075,0,0.0697,0.36,0.0,0.0553,0.377,179.987,34,84,238867,3
5505,2010,Erykah Badu,Love,0.736,0.568,1,-8.713,1,0.0563,0.177,0.0215,0.309,0.623,89.938,37,69,361520,4
5506,2009,LeToya,Regret,0.692,0.714,5,-5.602,0,0.354,0.0151,0.0,0.067,0.501,179.975,39,48,245293,4
5507,2011,Fucked Up,Turn The Season,0.284,0.996,4,-2.285,1,0.135,0.00123,0.0,0.292,0.182,160.224,33,46,241973,4
5508,2008,Born Ruffians,Hedonistic Me,0.651,0.297,10,-7.768,1,0.0383,0.525,1e-06,0.105,0.638,96.822,27,49,159893,4
5509,2002,Los Angeles Azules,Chica Atrevida,0.776,0.459,11,-9.6,1,0.0453,0.469,0.000646,0.0895,0.594,109.466,45,76,240587,4
5510,2007,The Fall of Troy,A Man. A Plan. A Canal. Panama.,0.374,0.968,4,-4.487,0,0.169,0.00312,0.00674,0.323,0.229,113.521,25,49,500707,4
5511,2007,Deuter,Sound of Invisible Waters,0.111,0.0215,7,-26.915,0,0.0373,0.953,0.964,0.0659,0.0366,56.428,51,61,569600,4
5512,2010,Disturbed,Innocence,0.551,0.965,8,-2.452,1,0.0785,5.34e-05,0.00467,0.271,0.65,146.011,37,80,271280,4
5513,2009,Luis Enrique,Como Volver A Ser Feliz,0.652,0.853,9,-2.978,1,0.052,0.596,0.0,0.19,0.704,169.614,35,62,252027,4
5514,2016,Post Malone,Leave,0.535,0.55,4,-7.249,1,0.0229,0.246,0.000105,0.124,0.619,90.086,69,96,324853,4
5515,2010,Angus & Julia Stone,Yellow Brick Road,0.529,0.524,1,-8.847,0,0.0305,0.222,0.144,0.116,0.228,162.095,42,74,456600,4
5516,2006,Darondo,Packin' Up,0.504,0.608,7,-7.569,0,0.0607,0.0125,0.0034,0.0635,0.658,203.766,28,51,204627,4
5517,2006,Elizabeth Mitchell,Winter's Come and Gone,0.563,0.0517,10,-18.698,1,0.0385,0.934,8.33e-05,0.0977,0.501,92.53,27,51,119387,4
5518,2008,Bayside,Boy,0.236,0.89,0,-2.921,0,0.0822,0.00269,0.000847,0.337,0.655,140.997,26,57,240827,4
5519,2009,Spectacular! Cast,Your Own Way,0.571,0.935,4,-3.318,1,0.0353,8.57e-05,0.0,0.0882,0.727,105.031,30,28,201400,4
5520,2012,Alan Jackson,Chasin' That Neon Rainbow,0.709,0.71,7,-5.873,1,0.0338,0.231,0.0,0.0946,0.831,149.061,35,73,185813,4
5521,2000,The Dells,Give Your Baby A Standing Ovation,0.431,0.771,4,-5.025,1,0.0959,0.374,0.0,0.468,0.788,137.029,25,44,274373,4
5522,2017,Brett Young,Sleep Without You,0.626,0.707,5,-5.755,0,0.0425,0.0169,0.0,0.0772,0.653,88.543,68,72,187813,4
5523,2012,MountainHouse,In the Mountains,0.527,0.198,4,-15.222,0,0.0343,0.848,0.00329,0.0867,0.23,112.179,30,27,125345,3
5524,2005,R. Kelly,Hit It Til the Mornin,0.689,0.886,6,-4.578,1,0.178,0.115,0.0,0.0616,0.742,141.903,25,74,258800,4
5525,2011,Funky DL,Where I'm Coming From - Instrumental,0.748,0.46,9,-6.991,1,0.128,0.13,0.896,0.275,0.853,94.488,39,53,295200,4
